input_position,distance,source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids
"299.83507875,45.77252111111111",8.173618542772538E-5,2085224321778525696,Gaia DR2 2085224321778525696,299.8351560036423,45.77245965220707,80.53256161087167,8.366331876041485,322.1049409580271,63.91266819573784,7.991624902906775,12.483389875024743,-14.312479556570587,5.8811946,5.989575,5.743993,0.327037140319129,0.39969223625711203,0.3755069105998078,0.6671179442650557,0.6957400746752197,0.4135,1.002,0.8297,149449.28,2.368807975914536,2317.808752081181,253.31969,34,1,293,294,294,31,false,1.8791295286525427,0.09169195032433924,0.37995383,0.15627187,0.10838032,0.2455821,0.37814212,-0.44911113,-0.18357942,false,0.2549,0.516,0.4217,,0,0.13720179,,,,40,0.10202558,21.28223,-0.081126526,-0.15004884,5.555526503214221E7,157053.54947384165,353.73453,27,1.1469195,8.3727561088949E7,72984.79393610527,1147.1919,314,0,4.047350561988951E7,121452.42522658501,333.24576,28,NOT_AVAILABLE,0.11970199,100001,0.19286917,,,,,,1277805298,0.04119362,-0.15302776,-0.28545612,2015.5,0,,,,1635721458409799680,7969.75,8466.0,8072.6665,15,Gaia DR1 2085224317473288064
"298.02986125,47.93179333333333",4.745224860527361E-5,2086465429887466368,Gaia DR2 2086465429887466368,298.0298216571275,47.93175398882113,81.80674087195612,10.512575184293079,321.84931736707387,66.39752504240141,0.977525297358189,-6.1670647770319595,-9.13854682536272,5.864375,5.7774835,6.0531955,0.06134953432117644,0.07233212333746433,0.07440938749186708,0.13504631815319088,0.14299353836605153,0.0,0.182,0.0533,3044.0576,0.3785254741906243,62.70151949539193,44.061424,28,16,228,244,244,31,false,1.8431863683482863,0.020856155364365886,0.0836291,6.297028,-0.08689165,-0.275712,0.29597044,-0.15820377,-0.11038211,false,0.0,0.0931,0.02,,0,-0.18882036,,,,33,0.042523555,13.137123,-0.22650196,-0.09758582,6.754013632779871E7,152333.21483633568,443.37103,30,1.1522744,8.503469432551302E7,63147.03697594355,1346.6141,276,0,3.0443166101248268E7,114447.87748882096,266.00027,29,NOT_AVAILABLE,-0.17447314,100001,-0.040379267,,,,,,230020199,0.115038216,-0.09095125,-0.17060652,2015.5,0,,,,1635721458409799680,7963.25,9593.0,8868.667,17,
"289.65780083333334,49.56945416666667",2.1321644379784557E-4,2132637359106746880,Gaia DR2 2132637359106746880,289.65794320520115,49.56964635438381,80.82280617383076,16.18667158957375,310.2679809947662,70.27363622862438,7.3358842226758085,21.43321973317679,44.60496637654717,5.985134,6.5867677,5.3035626,0.018192438430126703,0.020050739067914804,0.018621918507222928,0.03885182472188151,0.03991736222202502,0.0719,1.5981,0.244,562.2174,0.0,0.0,10.698431,31,25,248,273,273,31,true,1.5243357668598914,0.005216751817435487,0.03884521,356.5976,0.60163355,1.283205,0.24080406,-0.43779373,0.23998907,false,0.0339,0.8411,0.0972,200111,0,0.6815715,66.688545,67.3438,67.016174,39,-0.025184019,393.93814,-0.043297917,-0.11465526,3.2051487872203484E7,69906.56804512948,458.49036,27,1.2193525,7.608386167892632E7,41038.80228268017,1853.9493,303,1,6.0721558797108956E7,86512.96567160015,701.8781,31,NOT_AVAILABLE,-0.24524914,100002,-0.31588563,-13.369804375238928,0.1701281273304971,11.873439,12.578242,12.41651,1033199707,-0.009646336,0.28123456,-0.34842396,2015.5,13,0.0,4.5,4750.0,1635721458409799680,4656.5176,4792.73,4686.7466,15,Gaia DR1 2132637354808756480
"294.1350820833333,43.706112222222224",1.87499504811286E-5,2078199335828818432,Gaia DR2 2078199335828818432,294.13507559317327,43.706094068747554,76.7128742341566,10.91016968810977,311.8151582653377,63.68323487178158,3.7671970486710435,-1.141437294328922,-4.221390752657511,6.055302,6.8669534,5.221688,0.04140611234782255,0.05546878700329436,0.05474094702380488,0.08561663945789057,0.08813358567101674,0.1379,0.9662,0.412,1976.694,0.2503931552624585,28.728867259525167,33.60169,29,10,242,252,252,31,true,1.4312891319100292,0.014706403666855484,0.055510107,13.864759,0.81165123,1.6452656,0.48198178,-0.3462651,-0.106827945,false,0.0653,0.6605,0.2285,200111,0,0.83361435,301.25195,313.25403,307.253,36,-0.05278462,68.818634,-0.18103337,-0.18711288,2.4761330271879043E7,54125.14433703247,457.48294,25,1.2652276,7.13223151103165E7,40158.61193037399,1776.0155,273,1,6.54776285448393E7,156368.30196268074,418.73978,29,NOT_AVAILABLE,-0.10888556,100002,-0.09879026,-0.4783455588726264,3.009951657834278,30.191338,36.06245,34.37958,1648908192,0.03538796,-0.016529879,-0.16684565,2015.5,10,0.0,4.5,4250.0,1635721458409799680,4024.1367,4398.04,4121.45,15,Gaia DR1 2078199331524975488
"298.91921,40.17289944444444",2.6617533132998732E-5,2073542697941496320,Gaia DR2 2073542697941496320,298.91923682053795,40.1729164298875,75.33293042183368,6.086353484128554,315.9838088390804,59.08221804050165,1.4342284523899904,4.7425759236472125,3.8989358990275784,6.091042,6.8644733,5.280002,0.020700876754353368,0.027681564646106337,0.02580241444968789,0.04049875376327659,0.04919022578343631,,,,476.09677,0.0,1.9053957292782993E-15,9.3473015,26,4,223,227,227,31,true,1.474550611229556,0.0074204343594867555,0.039811295,334.48694,0.7734313,1.5844712,0.23283696,-0.55160403,-0.17738296,false,,,,200111,0,0.8110399,1833.6921,1948.7227,1891.2074,33,0.09740235,55.58505,-0.106783584,-0.2707548,2.4817956592192966E7,32823.59943502996,756.101,30,1.258775,6.901278332063784E7,27305.49549135875,2527.4321,265,0,6.205361172283802E7,107148.85307080104,579.13464,26,NOT_AVAILABLE,0.033666126,100001,0.16294296,-13.845334356525752,0.15841913683593475,74.2785,85.48876,79.55921,1043492255,0.26700905,-0.17013833,-0.30269662,2015.5,13,0.0,4.5,4250.0,1635721458409799680,4116.77,4416.513,4267.425,15,Gaia DR1 2073542693631929088
"283.3688629166666,42.902613055555555",1.1545443906307955E-4,2104983267278926336,Gaia DR2 2104983267278926336,283.36901958416325,42.90260041894265,72.66498041561199,17.735016646129353,293.8526630294693,65.23863937324548,2.4861144556838175,26.641132763922077,-2.9966827562139944,5.9186597,6.8944087,4.9889827,0.031023763198866246,0.054844423974199086,0.04216993969724987,0.06601758330456864,0.09023343609986124,0.7442,2.3618,1.2247,1239.5383,0.177772816050032,14.82664274024899,25.226679,24,10,202,212,212,31,true,1.4077123358923114,0.010706205921131225,0.06263534,26.48232,0.975749,1.905426,0.14956288,-0.52416533,0.13313529,false,0.3219,1.0756,0.565,200111,0,0.929677,824.47766,865.7905,845.1341,37,0.0053182053,58.95466,0.05655421,-0.3177314,2.4143029792490188E7,82568.28898816767,292.40076,23,1.3014566,8.088767734198956E7,88599.98560000063,912.9536,298,1,8.112876696281306E7,151320.0387018215,536.14026,31,NOT_AVAILABLE,-0.10664873,100002,-0.20627981,-14.617607906108177,0.1458427465386488,51.575558,63.550533,59.520508,1246823812,-0.012236815,0.22188452,-0.064456776,2015.5,9,0.0,4.5,3900.0,1635721458409799680,3903.895,4333.4697,4033.8933,13,Gaia DR1 2104983262980218368
"285.07942333333335,40.6839975",6.395164192096614E-5,2103815448491466496,Gaia DR2 2103815448491466496,285.0794350340927,40.683934166877044,71.00448595083816,15.730138304951492,295.5610232481278,62.79142807307092,3.4427806499619007,2.052623614226718,-14.731001971588883,5.227579,6.822384,4.097596,0.11941891556351691,0.13711587033361314,0.1485660419149978,0.26308610899763735,0.271430885744766,,,,13669.586,0.85987687814941,308.7802005824524,94.06004,36,45,271,316,316,31,true,1.3312441320935722,0.04138964452572648,0.14042707,1.2685575,1.5948048,2.7247877,0.19094203,-0.17941897,-0.07276016,false,,,,200111,0,1.129983,1101.868,1217.8322,1159.8501,43,-0.10118626,23.173403,-0.16978385,-0.23965414,2.579893280659752E7,143402.38885477875,179.90588,27,1.3749548,1.5286730140286762E8,363237.83575284976,420.8463,326,0,1.8438669819215178E8,1067423.5066587164,172.73996,27,NOT_AVAILABLE,-0.059867065,100001,-0.10458201,,,76.8308,95.271645,89.96736,789690256,0.05311462,-0.032036662,-0.06940012,2015.5,0,,,,1635721458409799680,3451.0,3842.9001,3551.275,15,
"283.89887208333334,42.060274166666666",2.0047672113300818E-4,2104876786449045504,Gaia DR2 2104876786449045504,283.8989586393001,42.06046406463718,71.98975802050664,17.066596298139963,294.31250729120853,64.33113519832722,4.157817462428139,14.90787703373072,44.068178499137886,6.144104,6.837637,5.389761,0.02036930751336745,0.023544447140963966,0.025291339615037073,0.04480716757339521,0.04192632885819682,0.142,1.2283,0.4347,692.43146,0.059576602305484824,1.712750604873751,14.24069,29,16,237,253,253,31,true,1.4800695333126554,0.006714491500426858,0.033721577,138.93704,0.69353294,1.447876,0.40908605,-0.2806706,-0.03335996,false,0.084,0.8101,0.204,200111,0,0.75434303,204.70078,208.98758,206.84418,35,0.020222291,164.39688,-0.16275798,-0.15163799,2.5439030133816645E7,64137.582110623516,396.6322,27,1.2404879,6.572109172483976E7,22219.773832534138,2957.775,255,0,5.608718966654328E7,101282.49292412009,553.76984,28,NOT_AVAILABLE,-0.020876346,100001,-0.00964616,-39.04672063676426,0.7701123327503049,24.555866,26.528755,25.453356,1555552007,0.070302606,0.017759286,-0.17739923,2015.5,15,0.0,4.5,4500.0,1635721458409799680,4249.9,4417.3267,4338.75,17,Gaia DR1 2104876782149717760
"289.33324583333336,39.12108138888889",8.91927734895375E-5,2101000011531700480,Gaia DR2 2101000011531700480,289.33329633019184,39.12100126039447,70.8933559853168,12.114038930245595,301.40615822161493,60.46952992592467,6.907125806829135,9.038521046284231,-18.653282303701086,6.264174,6.834929,5.598176,0.020596362456365182,0.031243873155772164,0.029478688487588195,0.04302451629802548,0.05450459902796149,0.008,0.3247,0.032,350.85443,0.0,0.0,6.5763407,23,4,197,201,201,31,true,1.5366993915846,0.007472198945165719,0.040189754,290.86465,0.570755,1.236753,0.24506228,-0.37015644,-0.19968492,false,0.0029,0.1593,0.0125,200111,0,0.665998,56.041298,56.818558,56.429928,28,0.020850837,234.30913,0.048084352,-0.3934157,2.5502558624926765E7,32163.635062566245,792.9004,23,1.2201396,5.884053638280153E7,14953.323119716022,3934.9473,227,0,4.6291108524218224E7,95680.61875127778,483.80862,23,NOT_AVAILABLE,-0.034592588,100001,0.038934436,9.731148171364566,0.13095609980654438,10.225491,11.099273,10.840687,922201249,0.28079218,-0.08031222,-0.23639248,2015.5,10,0.0,4.5,4750.0,1635721458409799680,4748.5,4947.2246,4804.8,14,Gaia DR1 2101000007233223040
"288.06545916666664,47.37498027777778",1.5331101808983552E-5,2130848621187317632,Gaia DR2 2130848621187317632,288.0654736221487,47.37499207667571,78.28945067683391,16.30955525740366,305.17226740152813,68.61933239876993,1.9747458344515296,2.2256872386142876,2.7092008529301568,6.2575774,6.7994742,5.631656,0.0220445852824087,0.03701360952827604,0.02838574617355648,0.04482838589423964,0.07912215204566637,,,,454.36096,0.0,0.0,10.673795,22,9,177,186,186,31,true,1.5297914569688225,0.007762048722495334,0.06069749,271.14822,0.5418968,1.1678181,-0.029505476,-0.6508359,0.03782336,false,,,,200111,0,0.62592125,658.62555,690.3089,674.4672,28,0.043560922,69.56822,0.33977124,-0.17128259,2.6349081688476156E7,67986.54346253,387.5632,21,1.2033035,5.919913811717026E7,18362.013550932643,3224.0002,209,0,4.48854474637732E7,152507.5464719129,294.31625,24,NOT_AVAILABLE,0.04126474,100001,0.07006951,-29.408893631822394,2.17492154824451,34.90417,36.784073,35.77049,857095379,0.15046707,0.09743136,-0.23192678,2015.5,13,0.0,4.5,5000.0,1635721458409799680,4849.943,4978.8364,4918.1763,11,Gaia DR1 2130848621187317632
"284.6941154166666,40.67919",8.447491503657263E-6,2103449001881575680,Gaia DR2 2103449001881575680,284.69412308147275,40.679183870412636,70.88423826082847,15.998510717159226,294.9351889706437,62.85217314227643,2.869682553364758,1.2928661336792204,-1.4244736932893733,6.159548,6.0964146,6.3134727,0.03651016234349244,0.04349185237965157,0.045876493095952035,0.08213875461667061,0.09221766895706468,0.0289,0.1404,0.078,1156.4489,0.19037907896657755,15.651170978026826,24.151241,23,8,196,204,204,31,true,1.809001446562093,0.012582658925412982,0.057593927,23.210981,-0.06313324,-0.21705818,0.142904,-0.005453857,-0.15706891,false,0.015,0.073,0.039,,0,-0.15392494,,,,29,-0.07492147,62.552353,-0.19242366,-0.113509595,5.034882602930803E7,334009.4374402918,150.74072,24,1.1467752,6.4792875364070214E7,114816.22581099563,564.3181,247,1,2.395404311563421E7,131080.65307193782,182.74278,25,NOT_AVAILABLE,-0.06771045,100002,-0.0856196,,,,,,1262840557,0.12723795,-0.15413599,0.12893221,2015.5,0,,,,1635721458409799680,7963.25,9593.0,8868.667,15,
"290.6704408333333,37.5812225",7.443960454472348E-5,2051085757046109184,Gaia DR2 2051085757046109184,290.67036290851667,37.581264064717644,69.94397564897423,10.50051868729509,302.5839188727152,58.704632061780735,4.339256290401698,-14.395049749339252,9.635216199808996,6.2906675,6.872608,5.6192226,0.02222358084590822,0.030301619994066716,0.032482770074911405,0.04813202099915747,0.05195199447915633,,,,333.05316,0.0,0.0,6.2814975,23,7,190,197,197,31,true,1.5308647362906125,0.006914258666849357,0.037744362,275.22482,0.58194065,1.2533855,0.32248336,-0.3850082,-0.18881765,false,,,,200111,0,0.6714449,142.24934,145.61311,143.93123,27,0.1185416,133.5864,-0.019172687,-0.4209617,2.4632695942760266E7,37927.94295560998,649.4604,22,1.2196537,5.742212348007267E7,14638.957068382053,3922.5557,209,0,4.540241020787687E7,73942.10431898337,614.0265,20,NOT_AVAILABLE,0.023808626,100001,5.6029356E-4,-37.12012279408952,0.16153102742646328,17.619316,18.527441,18.0913,1074346734,-0.15630816,-0.06362692,-0.05303267,2015.5,10,0.0,4.5,4750.0,1635721458409799680,4644.697,4762.89,4700.35,14,Gaia DR1 2051085752744936064
"283.03020749999996,41.383244166666664",1.636322228169332E-5,2104376989694932608,Gaia DR2 2104376989694932608,283.0301864252041,41.383239957217015,71.08260041148134,17.42504603201471,292.53512439256775,63.80664355695334,2.972932034579964,-3.695485437456263,-1.000444806746164,6.242306,6.229954,6.292994,0.044052482061672824,0.04704871075894987,0.051394418860562556,0.09959331661052075,0.09088631985301289,0.1129,0.415,0.2413,1382.0035,0.21417083938736342,20.23131941865595,27.39367,24,5,197,202,202,31,true,1.7677760347005185,0.012191841852956582,0.060486313,18.432787,-0.012352467,-0.06304026,0.2528418,-0.28830376,-0.01244381,false,0.0813,0.2091,0.1217,,0,-0.05068779,,,,32,-0.006495973,57.845425,-0.05178108,0.12569018,4.4521900825800054E7,80732.46339319945,551.47455,25,1.1481466,6.00376661455612E7,48802.46883414348,1230.2178,245,0,2.4410145169531696E7,77005.64619947488,316.99164,25,NOT_AVAILABLE,0.056197163,100001,-0.105915286,,,,,,770926626,-0.30513063,-0.012857967,-0.20971902,2015.5,0,,,,1635721458409799680,6927.0,9641.25,8429.0,16,Gaia DR1 2104376985395728000
"298.2551920833333,47.807719444444444",4.2748128563503056E-5,2086460069767734656,Gaia DR2 2086460069767734656,298.25514641840573,47.807689665544785,81.77161318401905,10.320103829139104,322.0378001641481,66.21724005306496,0.8723898638894624,-7.175527161192761,-6.976871355153065,6.243083,6.1927276,6.3530927,0.03938587283617616,0.05587114317312055,0.05248293769482653,0.08199155357989527,0.10495415236414486,0.025,0.2081,0.0957,1437.7871,0.2231897368527194,21.484206779208606,27.71796,25,9,213,222,222,31,true,1.789706936687721,0.012914243904799444,0.0641525,17.364832,-0.050355434,-0.1603651,0.38676956,-0.27386898,-0.24101274,false,0.0149,0.0862,0.0405,,0,-0.11000967,,,,34,0.05559127,16.622353,0.035042994,-0.25335842,4.607488842047478E7,117692.44729532218,391.4855,29,1.1529442,5.999473620029049E7,33114.904009124264,1811.714,292,0,2.3095693806838464E7,67317.79696664552,343.0845,29,NOT_AVAILABLE,0.047858894,100001,0.14519401,,,,,,1095331843,0.25651935,-0.14109989,-0.12185155,2015.5,0,,,,1635721458409799680,7963.25,9593.0,8868.667,14,Gaia DR1 2086460065463680128
"291.90165125,37.94119555555555",1.9245411751790517E-5,2051905889641367296,Gaia DR2 2051905889641367296,291.90165087729207,37.94117631238854,70.71335368801672,9.79094673301218,304.57885077342587,58.77942755173967,1.7247855809263437,-0.07005292835999866,-4.478006393335867,6.2077436,6.188424,6.229165,0.04256469023341773,0.06216055770897325,0.05379352620336491,0.09606771514245098,0.1357020300967823,0.039,0.3426,0.18,1048.4271,0.1922413927292239,14.831845012288957,23.321205,20,6,168,174,174,31,false,1.8105699116025007,0.01475444832179896,0.088441186,22.4368,-0.019319534,-0.040740967,0.13052526,-0.57644135,0.18008953,false,0.019,0.173,0.0792,,0,-0.021421432,,,,26,0.015393132,32.06307,-0.07148376,0.012422582,4.625787781025607E7,160822.3614702966,287.63336,24,1.1640296,6.197959929654896E7,77408.99551272114,800.67694,218,0,2.588820716474961E7,107392.57280052574,241.06143,24,NOT_AVAILABLE,-0.3705904,100001,-0.19537531,,,,,,546920424,0.13578577,0.12031591,-0.31258354,2015.5,0,,,,1635721458409799680,7420.0,9770.0,9522.75,13,
"296.6365320833333,50.01033888888889",8.118576066615324E-5,2135282371768942464,Gaia DR2 2135282371768942464,296.63656231374154,50.01026006188013,83.2264032922202,12.30695568479889,322.35004980625985,68.66018866584042,4.0824756769787305,4.497873115885138,-18.36433761274074,6.3447323,6.938951,5.665866,0.02398441733671246,0.027644954171760595,0.029725238680350183,0.04749108743386685,0.04381231214240489,0.048,2.2781,0.374,354.18448,0.0,0.0,5.751245,26,5,218,223,223,31,false,1.5131956970807785,0.006877275017853718,0.034208953,262.6644,0.59421873,1.2730851,0.55770427,-0.4118735,-0.12278478,false,0.0119,1.083,0.1125,200111,0,0.6788664,149.63939,153.18785,151.41362,28,-0.08943356,137.34038,-0.19573894,-0.10967323,2.3172607507379543E7,52952.562370297455,437.6107,24,1.2202535,5.463278095776932E7,26313.615783967667,2076.2173,237,0,4.349323209951743E7,86398.80644330264,503.40085,24,NOT_AVAILABLE,-0.01886561,100001,-0.18825781,1.296676102440502,0.21405930198214412,15.525979,18.818504,18.007614,691074126,-0.36893818,0.0067644767,-0.18975689,2015.5,11,0.0,4.5,5000.0,1635721458409799680,4667.4,5138.52,4771.33,15,Gaia DR1 2135282367467431680
"291.4859508333333,44.930729444444445",3.7728254315950977E-4,2126627291112264192,Gaia DR2 2126627291112264192,291.4856891685073,44.930400773024715,76.9755382914421,13.151874051117284,308.7162080307938,65.50701502636694,6.195681345691844,-43.09179740867427,-76.37292607242983,6.3954253,6.9353576,5.7595534,0.02637746291664683,0.03490412371915254,0.031228622704443355,0.06354512409076929,0.06637865167232186,0.01,1.805,0.105,949.6108,0.13982070296265814,8.05933922220447,19.732111,28,19,227,246,246,31,true,1.5286174441223477,0.008321965759461534,0.048755806,39.14997,0.53993225,1.1758041,0.17383453,-0.43642807,-0.0021749015,false,0.0056,0.7621,0.055,200111,0,0.6358719,60.306736,61.276134,60.791435,36,0.114070065,198.39752,0.035901945,0.038220048,2.324942218382767E7,33565.83580909908,692.65137,29,1.2110906,5.214061469611758E7,11500.152389424558,4533.9062,259,0,3.9897587217567414E7,73163.19119557936,545.32324,28,NOT_AVAILABLE,0.08918613,100001,0.005778909,14.131538781864876,0.1831209993700871,10.627152,11.083038,10.870417,1649684576,-0.1303442,-0.0019751769,-0.14609559,2015.5,14,0.0,4.5,5000.0,1635721458409799680,4841.25,4944.0,4888.367,16,Gaia DR1 2126627286810626816
"300.43844375,44.11904416666667",7.707722287159208E-5,2076072811625087104,Gaia DR2 2076072811625087104,300.43837490272625,44.11898502231494,79.322784162623,7.150036200798443,321.33936531674226,62.240498992701276,2.413730372483605,-11.521759863065341,-13.799301978544435,6.1712503,7.2286105,5.1978416,0.019214990615325046,0.02094265564193233,0.022341286202508304,0.040645819117968225,0.04152934579965071,,,,640.9714,0.0,0.0,12.688809,31,19,247,266,266,31,true,1.3833288690188161,0.00529304559293961,0.033309966,302.9219,1.0573602,2.0307689,0.2088512,-0.24500194,-0.038333394,false,,,,200111,0,0.9734087,728.9832,753.46625,741.22473,34,0.14616577,108.03901,-0.091223724,-0.09385252,1.774643166003648E7,59062.98764503126,300.46622,28,1.321067,6.4098236307201244E7,38725.67909759365,1655.1869,287,1,6.693162839756668E7,142437.33701538364,469.90228,29,NOT_AVAILABLE,-0.051379643,100002,0.061825614,-28.974460883585426,0.15731202186739202,55.09977,61.604477,57.695404,1037941223,0.12732492,-0.023828587,-0.29488432,2015.5,13,0.0,4.5,3800.0,1635721458409799680,3837.1401,4057.3167,3965.0,15,Gaia DR1 2076072807317404544
"289.28789041666664,39.028625",1.538418256566418E-4,2099498216086406784,Gaia DR2 2099498216086406784,289.2880356544893,39.02872958382168,70.7926709560498,12.10646447483233,301.28769396427725,60.38996244008784,3.119010382059975,26.17520368562011,24.256594437226084,6.2475405,7.206479,5.3149495,0.02165271591855199,0.024023998191520405,0.026370318394054463,0.049258800642506546,0.04823797329538823,,,,687.224,0.0,0.7111175607786039,14.014815,28,10,240,250,250,31,false,1.426650811672815,0.005599931371524628,0.03759684,262.3987,0.9589386,1.8915296,0.368414,-0.1948093,-0.1967363,false,,,,200111,0,0.93259096,414.1562,426.08264,420.11942,36,-0.021918457,118.27731,-0.17327411,-0.25202087,1.8111886143694382E7,53168.57546228565,340.6502,25,1.3088095,5.974891448569246E7,38873.861078748254,1536.9946,292,0,6.008806167754269E7,100549.74941225999,597.59534,28,NOT_AVAILABLE,-0.026712058,100001,0.08968166,-80.32712308118533,0.18236288607514037,40.662598,46.013268,43.932365,335360066,0.15802854,-0.112084754,-0.3704263,2015.5,11,0.0,4.5,3800.0,1635721458409799680,3852.3699,4098.0,3942.55,15,Gaia DR1 2099498211786059904
"284.80121625,39.21732166666667",3.4293121406106573E-6,2100218568000743680,Gaia DR2 2100218568000743680,284.8012125965503,39.217319730607784,69.51402220783339,15.363314214919232,294.4288847415634,61.407250310300455,3.320496999101518,-0.6789876072170037,-0.48070340067873546,6.383207,6.3177905,6.5498567,0.035075622039094256,0.04241820820053693,0.042702886439170286,0.07823624537059397,0.08672538297162,0.0199,0.1121,0.04,1705.327,0.20321842873424048,19.304817236038165,30.641842,27,1,233,234,234,31,true,1.8115937902314208,0.010414517087368126,0.055710334,19.611832,-0.065416336,-0.23206615,0.08605,-0.22927117,0.01109613,false,0.0097,0.0668,0.021,,0,-0.16664982,,,,30,0.016429942,77.75814,0.0018082808,-0.05407996,4.106190511409287E7,111018.54688848727,369.86526,26,1.144104,5.273069970857431E7,42835.00188294099,1231.0189,249,1,1.9267499164029595E7,51990.08762251721,370.5995,27,NOT_AVAILABLE,-0.079234906,100002,-0.18989089,,,,,,552752058,-0.1445875,0.028597184,-0.114867695,2015.5,0,,,,1635721458409799680,7963.25,9593.0,8868.667,16,Gaia DR1 2100218563702665856
"281.74612833333333,46.31492166666666",7.174554205525298E-5,2119115290229197568,Gaia DR2 2119115290229197568,281.7461648866867,46.3148545101209,75.64256412070017,19.979667003172395,292.90553296489725,68.82205662938388,4.438266864924132,5.844908496719322,-15.60565628239257,6.4831395,6.5423408,6.4237943,0.028399539238139832,0.03858992619320786,0.03255979682221388,0.06613244072899031,0.07440758351718654,0.2776,0.866,0.6827,845.8415,0.13630528333726064,8.067233909862942,18.756409,23,4,199,203,203,31,true,1.7700105123948824,0.008550598474599038,0.053385943,40.07799,0.05920124,0.118546486,0.22565691,-0.44745767,-0.17930198,false,0.1076,0.4197,0.3275,,0,0.059345245,,,,25,0.0364988,136.31126,-0.09878556,-0.0849204,3.3390191987751648E7,64650.4322757424,516.47284,21,1.1442153,4.809395412731204E7,14830.37170374138,3242.9365,211,0,2.1639649678207897E7,27564.925510412308,785.0429,16,NOT_AVAILABLE,-0.069403544,100001,0.0074532893,,,,,,395664009,-0.010851438,-0.17181851,-0.0039169746,2015.5,0,,,,1635721458409799680,8383.25,9314.0,8735.0,15,Gaia DR1 2119115285930747264
"288.9320608333333,40.359920833333334",3.6170514346742195E-4,2101317839111655424,Gaia DR2 2101317839111655424,288.93166791068694,40.35971788566075,71.90946340870984,12.917667014774953,301.48263826748916,61.745625369761775,3.352069605941855,-69.59517955921334,-47.17359556385979,6.5322237,7.247552,5.761182,0.02196950387082223,0.02437187973754975,0.02805407426398266,0.04736740293058671,0.044454422429981294,0.1037,0.6019,0.312,254.81363,0.0,9.986370755062617E-16,2.6039684,24,2,204,206,206,31,false,1.4772384308067337,0.007400975410869276,0.037160203,230.10182,0.7153282,1.4863701,0.38331947,-0.25474998,-0.11226658,false,0.0392,0.26,0.1328,200111,0,0.77104187,219.43529,225.5464,222.49084,26,0.12186252,119.486015,-0.14485416,-0.32445765,1.7439515474118635E7,33888.5997575703,514.61304,24,1.246022,4.5968137172209315E7,13134.562312245675,3499.7844,223,0,3.9837791454627074E7,151345.14029079434,263.2248,22,NOT_AVAILABLE,0.19151609,100001,0.13169566,30.713597685267683,0.14940988952106687,25.548046,26.672354,26.387482,429540652,0.16676593,-0.004189701,-0.1470398,2015.5,14,0.0,4.5,4250.0,1635721458409799680,4316.42,4410.375,4339.6567,15,Gaia DR1 2101317869174688384
