input_position,distance,source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids
"290.1129429166666,39.92619722222222",5.61451936757761E-5,2101141023898417920,Gaia DR2 2101141023898417920,290.1130123737107,39.92617946949319,71.9007156938205,11.91597604560026,303.0440376087996,61.078293496602456,3.824151606450647,12.316531920142026,-4.135902613711771,6.5869,7.028534,6.025388,0.018428323456233242,0.026618289497845407,0.0266786415714381,0.039111347139489334,0.0437163092249407,,,,456.90906,0.0,0.0,8.18023,29,11,238,249,249,31,false,1.6006598511883814,0.006833635900363341,0.034086112,209.64871,0.4416337,1.0031462,0.4781362,-0.3501081,-0.17024443,false,,,,200111,0,0.5615125,122.543434,125.43305,123.98824,36,0.03661255,143.34132,-0.10283763,-0.20869507,2.133740868219228E7,33513.285406282186,636.68506,27,1.2026927,4.371054290382721E7,8285.239595528168,5275.7124,277,0,3.123294187928408E7,90211.8344552552,346.2178,24,NOT_AVAILABLE,0.038348977,100001,0.06418774,9.980180872876225,0.1304438680010819,13.058355,13.648082,13.307011,88387083,0.015618195,-0.08509398,-0.15127993,2015.5,14,-0.25,2.5,5250.0,1635721458409799680,5213.575,5330.0,5279.967,15,Gaia DR1 2101141019600526592
"281.6170933333333,43.56082694444444",1.0372066880805081E-5,2117257184298759424,Gaia DR2 2117257184298759424,281.6170790924472,43.56082798676571,72.85028756600923,19.16034251734559,291.15378157944644,66.14911724186759,2.280283027835875,-2.451148270203531,0.1825778325038408,6.6002703,7.479234,5.7255154,0.018855094322234152,0.021411335829279034,0.02196925701334327,0.04163577960836762,0.04430565511302448,0.1529,1.4391,0.4447,412.682,0.0,0.0,7.2877316,26,6,227,233,233,31,true,1.4400934216064905,0.005985445242169504,0.03746565,211.61618,0.87896395,1.7537189,0.1914351,-0.26833424,-0.082404874,false,0.0819,0.612,0.226,200111,0,0.8747549,498.94272,516.5018,507.72226,35,8.2507613E-4,103.79427,-0.22913055,-0.014989732,1.408839632448164E7,31480.53123293653,447.52728,28,1.2798113,4.317558505871671E7,13296.782719200386,3247.07,268,0,4.1168201641395785E7,94975.3995974838,433.46173,29,NOT_AVAILABLE,-0.20332226,100001,-0.1612652,-15.397351136344238,0.15108965572074484,41.202034,46.707867,44.19903,1446967060,-0.13479878,-0.04348832,-0.11860942,2015.5,13,0.0,4.5,4000.0,1635721458409799680,4009.0166,4268.483,4121.2266,16,Gaia DR1 2117257179999914752
"293.57579416666664,41.92721861111111",5.9559803658425544E-5,2077629170330851072,Gaia DR2 2077629170330851072,293.5758597818144,41.92718449013284,74.91231832656818,10.460483441841118,309.5893554658237,62.16430273448565,7.134887125888842,11.271306257932586,-7.96359143652906,6.658364,6.6755147,6.678594,0.0421521121931769,0.05671805780795504,0.05407848183946136,0.08845645376354862,0.0954621887448056,0.0602,0.3631,0.174,804.4472,0.15009841048050812,8.030399764736613,19.461874,18,1,157,158,158,31,true,1.7843619081093216,0.012493502269514196,0.063504905,31.89984,0.017150879,-0.0030794144,0.42152148,-0.43077615,-0.02813239,false,0.0199,0.174,0.086,,0,-0.020230293,,,,24,-0.06708879,131.93579,-0.27495554,-0.16381574,2.95358425988407E7,46017.30621710262,641.84204,21,1.139834,4.092614155835041E7,20655.017379282348,1981.4141,194,1,1.7113166835797295E7,30441.91009462671,562.15814,21,NOT_AVAILABLE,-0.25033858,100002,-0.24348646,,,,,,848058711,-0.12340749,0.09528232,-0.30390084,2015.5,0,,,,1635721458409799680,9494.0,9783.75,9693.5,14,Gaia DR1 2077629166027288704
"286.35584583333326,42.177657777777775",3.619504121755497E-5,2105455919840116096,Gaia DR2 2105455919840116096,286.35587162634124,42.1776270414298,72.81819844817005,15.422769471219512,298.4396365509834,64.01072961739403,1.686868670129664,4.382486871651015,-7.167962501309662,6.5490265,7.5079527,5.6160665,0.019554839266082223,0.02676462568441649,0.024502940929212562,0.04201903644352314,0.057118352552354645,0.5654,1.8206,1.05,398.2348,0.0,0.0,7.7752824,25,4,205,209,209,31,true,1.403434478764737,0.005756476154777754,0.044413432,220.22342,0.9589262,1.8918862,0.026163159,-0.38687646,-0.12352865,false,0.2775,0.9441,0.526,200111,0,0.93296003,1060.8099,1115.2936,1088.0518,33,0.24083704,68.84352,0.0858022,-0.27071002,1.3720636782968089E7,53372.94470525238,257.071,25,1.3091546,4.526220675109168E7,40825.86223001726,1108.665,259,0,4.553458824406412E7,165964.63245846107,274.3632,25,NOT_AVAILABLE,-0.08622038,100001,-0.08685454,20.80072594851561,0.24744960627002713,64.951355,73.9292,70.700584,719478129,0.03146208,-0.111883886,0.04917982,2015.5,10,0.0,4.5,3900.0,1635721458409799680,3855.5,4113.34,3942.55,16,Gaia DR1 2105455915539943936
"289.9076658333333,40.26716222222222",1.2836474008011058E-5,2101161742821561728,Gaia DR2 2101161742821561728,289.9076600791584,40.26715016000133,72.14654588946586,12.204320732136381,302.9314617810229,61.44978718768379,1.6810750138500692,-1.0857630924064874,-2.8346372715314345,6.6958766,7.5991716,5.800926,0.01971353628006408,0.024476098334176986,0.026109851689828656,0.04046470411873791,0.047164826492634294,,,,455.22232,0.0,0.0,8.538587,26,3,228,231,231,31,false,1.4081646429308405,0.0068359157220138625,0.035210554,188.9573,0.90329504,1.7982454,0.3895284,-0.1411568,-0.04382846,false,,,,200111,0,0.8949504,858.33954,904.4244,881.38196,31,-0.04607764,64.384705,0.14267227,-0.12556711,1.2614980403055297E7,24948.422760527053,505.6424,25,1.2904819,3.9536266732215606E7,14106.766642458602,2802.6455,255,0,3.8405858410562746E7,80510.800092394,477.0274,26,NOT_AVAILABLE,0.071508884,100001,0.01656442,-19.99659948956485,0.1333488685393608,55.857727,61.85871,59.636112,233110804,0.16728246,0.037614938,-0.17640886,2015.5,15,0.0,4.5,3900.0,1635721458409799680,3998.6826,4208.0,4072.5151,14,Gaia DR1 2101161738522715648
"283.8569025,40.17715388888889",8.832688977706312E-6,2103508478587989504,Gaia DR2 2103508478587989504,283.8569085302235,40.17716142468002,70.15015247486618,16.40004983235194,293.3451464804437,62.49793609183138,4.120286142562485,1.0439774690814803,1.69037262363303,6.797499,6.875001,6.703146,0.02956104571780359,0.038586374813688436,0.03613670676058932,0.06570671370989077,0.07827130745226728,0.1566,0.802,0.5045,901.7739,0.13893257607464865,8.67956497782395,19.662357,24,3,203,206,206,31,true,1.70348738918014,0.009465190973635563,0.053805456,36.972,0.077501774,0.17185497,0.23716918,-0.41862273,-0.021311907,false,0.085,0.4251,0.257,,0,0.0943532,,,,34,0.1786779,114.01942,-0.14507297,-0.12883198,2.45784683077034E7,34417.06142794862,714.13617,26,1.1473554,3.600366040087137E7,12618.180082306957,2853.3164,249,0,1.6730525119209351E7,19985.759440841808,837.1223,22,NOT_AVAILABLE,-0.0673563,100001,0.033372693,,,,,,382726143,0.10609071,-0.015432599,-0.30461693,2015.5,0,,,,1635721458409799680,8207.0,8730.0,8459.333,16,Gaia DR1 2103508474289455744
"292.8180758333333,47.4810425",3.045468683588237E-7,2128480311802353536,Gaia DR2 2128480311802353536,292.81807623838415,47.48104263345887,79.74870041852522,13.41873522969091,313.2763085812297,67.52199730593198,,,,6.813094,6.958596,6.607133,0.9129593534678879,0.9111506259110029,,,,,,,2184183.8,10.558104629072224,41534.46944489842,621.83044,21,0,178,178,178,3,false,,,1.8702852,0.0074779573,0.14550209,0.35146332,,,,false,,,,,0,0.20596123,,,,35,0.02136786,,,,2.2757088525844857E7,41156.05079937947,552.94635,25,1.1562203,3.5490213691373415E7,20109.96568065563,1764.8073,237,0,1.827741746653145E7,39762.3565107829,459.66635,24,NOT_AVAILABLE,,130001,-0.090708636,,,,,,1344301503,,,,2015.5,0,,,,1635721458409799680,7372.0,7750.0,7461.5,15,Gaia DR1 2128480307502062848
"298.9752895833333,47.09007027777778",1.0200121285847964E-4,2085660209419178496,Gaia DR2 2085660209419178496,298.9754187067652,47.09001855280388,81.38221075636604,9.542180929891488,322.2766468764663,65.35544415474926,5.2776603886860585,20.392642099691827,-12.062147160138691,6.8403153,6.9415298,6.716146,0.14863680671780183,0.16176940625312633,0.17164714496805267,0.3001020778616626,0.2940485293764423,,,,16216.867,0.8851340707661046,311.2859125336676,100.71429,27,6,233,239,239,31,true,1.645880081627017,0.04560110558450856,0.15900235,1.1405414,0.10121441,0.22538376,0.34322286,-0.3374017,-0.13892177,false,,,,,0,0.12416935,,,,35,0.101817615,30.747149,-0.23153687,-0.23243317,2.3117632317409273E7,40848.87771081132,565.93066,30,1.145546,3.461147395041085E7,9232.427348491578,3748.9028,270,0,1.653140093658991E7,37267.50071570959,443.5876,28,NOT_AVAILABLE,0.0053766873,100001,0.094814695,,,,,,467797261,0.16857333,-0.10006052,-0.2781894,2015.5,0,,,,1635721458409799680,7890.0,8624.667,8085.6665,17,Gaia DR1 2085660205117623936
"291.45652583333333,50.85173805555556",1.0826151389012083E-4,2136136967178617216,Gaia DR2 2136136967178617216,291.45652518199444,50.85162979482262,82.52246501953687,15.642243266422158,315.04076674041744,70.95180683742824,2.068506712123994,-0.15369464695136248,-25.203278736456706,6.5295672,7.6406817,5.5250063,0.02166813801574719,0.03306326959904161,0.0256399896102611,0.048526918735325726,0.0673668851824037,,,,638.8976,0.0,0.5000717618193812,14.139855,24,4,207,211,211,31,true,1.3500340288771495,0.007381820343090383,0.053589374,207.46089,1.1111145,2.1156754,-0.12170803,-0.6156446,0.04252461,false,,,,200111,0,1.004561,733.1402,764.6081,748.87415,36,-0.05668627,80.67502,0.24112065,-0.12508892,1.2141785126253957E7,38397.250180071576,316.21497,27,1.3380878,4.6080730417812034E7,29984.44429476019,1536.8212,270,0,4.951827748281422E7,115916.54800037913,427.18903,28,NOT_AVAILABLE,-0.016180355,100001,-0.117762506,-44.51699313108103,0.17525007675957133,57.127937,63.47148,59.384453,1465810271,-0.19722706,0.045275204,-0.1835531,2015.5,13,0.0,4.5,3800.0,1635721458409799680,3790.0,3994.8848,3918.25,15,Gaia DR1 2136136962881301120
"284.7739745833333,43.72101861111111",6.551919145108812E-5,2105841848421613568,Gaia DR2 2105841848421613568,284.773986958228,43.72108351702955,73.85182254069281,17.077447451776866,296.71269377406713,65.79587289687716,4.420104361070122,2.023299812608799,15.059863375712332,6.84066,6.868415,6.8337407,0.0316019871551553,0.03372935994389623,0.03437441902130199,0.06964686200912037,0.0709545875136649,0.3596,0.6816,0.5365,821.7076,0.12528858601681492,5.799258963085915,18.574883,22,4,191,195,195,31,true,1.7670917234932808,0.00900962737228995,0.050169203,41.254757,0.027754784,0.034674168,0.05757339,-0.29276624,-0.07860587,false,0.1667,0.338,0.2643,,0,0.006919384,,,,37,-0.07324276,128.58702,-0.13001111,-0.09145743,2.472801516163507E7,33457.49400203058,739.08746,26,1.143408,3.460048745928648E7,12779.284008889954,2707.5452,239,0,1.483445865057945E7,32807.37286252406,452.16843,24,NOT_AVAILABLE,-0.117925406,100001,-0.09789222,,,,,,9623942,0.083551876,-0.083256155,-0.08964095,2015.5,0,,,,1635721458409799680,9125.0,9500.0,9300.0,15,
"289.7421333333333,40.36046805555556",4.834455027870547E-5,2101352439367659904,Gaia DR2 2101352439367659904,289.7421750517987,40.36050447896313,72.17774398476782,12.358295480562902,302.7330672319022,61.57501938064905,4.5649897521441485,7.322731846053531,8.442215732574557,6.8521805,6.8925157,6.8340125,0.054916188332109005,0.06590814891822691,0.06989968353162176,0.11188554982915042,0.11647095144155738,,,,1316.223,0.22911734244285165,19.68423606183317,26.899574,21,3,182,185,185,31,true,1.7601231658708825,0.01618788971866052,0.073572874,15.479747,0.04033518,0.05850315,0.27771857,-0.47214317,-0.21532689,false,,,,,0,0.018167973,,,,31,0.14987142,65.30773,-0.079078324,-0.5064923,2.4185157849588096E7,31037.681983906547,779.2192,25,1.1396396,3.423530098343122E7,12719.275856519327,2691.6077,234,0,1.4830747082977165E7,27412.79068870434,541.01556,24,NOT_AVAILABLE,0.089371815,100001,0.15651193,,,,,,478336801,0.45775372,-0.10820701,-0.49558738,2015.5,0,,,,1635721458409799680,8189.6665,9288.0,8948.0,14,
"294.323295,38.59420666666667",2.5620001211474262E-5,2052171078106937728,Gaia DR2 2052171078106937728,294.32329863572113,38.59423212859239,72.189389191035,8.406385050089803,308.45926977064386,58.82891788666968,5.525394484773356,0.5986038973267175,5.900116359234777,6.8550224,7.0315676,6.6100793,0.023475144125278166,0.0277019320963063,0.030091424130334596,0.04872570483628119,0.054898675366641086,0.6693,1.3731,1.05,619.1434,0.03673309711150209,0.5782038005992605,13.1043825,26,4,222,226,226,31,true,1.7057636802587486,0.007071737184541244,0.04025404,129.61386,0.17654514,0.42148829,0.31800744,-0.4211072,-0.13373508,false,0.2759,0.6758,0.489,200111,0,0.24494314,43.09568,43.855072,43.475376,30,0.06269736,183.62024,-0.002841609,-0.22657362,2.1277872016375776E7,45531.21188269635,467.32495,30,1.1569725,3.4145806592950955E7,16379.313799377775,2084.691,260,0,1.8227886208201203E7,45106.36450061698,404.10898,29,NOT_AVAILABLE,0.038854368,100001,0.11331326,,,4.2117186,4.5309343,4.398495,171025067,0.23263624,-0.067171745,-0.1200848,2015.5,0,,,,1635721458409799680,6962.95,7222.0,7067.0,14,Gaia DR1 2052171073802376832
"295.41589124999996,40.02233972222222",1.2200427994707968E-4,2076294397581835136,Gaia DR2 2076294397581835136,295.4160274116959,40.022403066131865,73.86562204453404,8.341156030422788,310.9472085037643,59.90025686375284,3.901547818377146,24.17737492520825,14.69875459459247,6.8618903,6.9708915,6.719025,0.050504469861962935,0.07175731017027329,0.06206635976680053,0.10957331568309922,0.1531473104123589,0.3752,0.7373,0.622,2484.6313,0.2978320027713392,36.74247004016929,39.0516,27,1,231,232,232,31,false,1.7553750637946286,0.016183309591353254,0.09277267,9.321179,0.10900116,0.25186634,0.07599565,-0.5721433,0.028012576,false,0.1567,0.3963,0.3043,,0,0.14286518,,,,38,0.063439526,62.86091,0.04737572,-0.1283369,2.2500840117748428E7,42225.49280366965,532.87335,31,1.1490682,3.393049842728365E7,13114.356833655265,2587.2788,274,0,1.64876162555626E7,23551.251122636517,700.0739,26,NOT_AVAILABLE,-0.10752027,100001,-0.012036432,,,,,,840887599,0.17491768,0.01792497,-0.27208406,2015.5,0,,,,1635721458409799680,7924.0,8426.75,8049.5,15,Gaia DR1 2076294393274373760
"282.6293379166666,42.912145555555554",9.886509551491446E-5,2105159257858400640,Gaia DR2 2105159257858400640,282.6293725122248,42.91224111866114,72.47356069512854,18.24535655547499,292.5911064100821,65.36406440440355,2.7884378885277594,5.841124771196487,22.16631040236421,6.9280105,7.5869527,6.1958346,0.02339472543585267,0.02617080249764717,0.027090622784008065,0.048507173315140546,0.04945390468587154,,,,193.48093,0.0,0.0,0.7808168,21,2,184,186,186,31,true,1.5028938307216604,0.00676523534834368,0.038142424,158.56215,0.6589422,1.391118,0.19999646,-0.34629443,0.026637265,false,,,,200111,0,0.7321758,199.73029,206.28287,203.00658,27,-0.10882353,102.93,-0.12021817,-0.1901956,1.2757752954791622E7,15803.994309306056,807.24866,24,1.2357713,3.1925821227027524E7,7471.633188831814,4272.9375,218,0,2.6695260741602406E7,81358.22419667272,328.12,25,NOT_AVAILABLE,-0.09585663,100001,-0.22589777,9.695534789749603,0.17774332370970733,21.307068,23.774393,22.778057,1575377161,-0.23221417,0.1106281,0.01332706,2015.5,13,0.0,4.5,4500.0,1635721458409799680,4468.37,4720.0,4565.05,15,Gaia DR1 2105159253559358720
"287.0549454166666,39.15487916666667",1.5477945927366873E-5,2100382189073830528,Gaia DR2 2100382189073830528,287.05494859817054,39.154894446731085,70.16991131031553,13.734735607155901,297.92952370423194,60.95091152057306,2.004647104188795,0.5288011348216308,3.498230335451396,5.4027195,7.5730567,4.16726,0.10819001355624652,0.1314409284899442,0.12987738952162156,0.2458091010394266,0.2843827836595943,,,,14601.003,0.7477610795018135,276.1065313225258,96.69994,33,25,259,284,284,31,true,1.2588923921912472,0.03470458516485827,0.15019646,1.5917567,2.1703372,3.4057965,0.006963073,-0.22778298,0.03466539,false,,,,,0,1.2354593,,,,43,0.056493487,15.43492,-0.058714166,-0.1340798,1.2922086298536584E7,384118.10140038753,33.64092,25,1.4285747,1.3009436492164679E8,652251.938554263,199.45416,315,0,1.729274337390379E8,2921989.2237560772,59.181408,26,VARIABLE,-0.13233319,100001,-0.12537158,,,,,,404366033,-0.05585489,0.038544726,-0.1505912,2015.5,0,,,,1635721458409799680,3285.25,3311.0,3297.5,16,Gaia DR1 2100382184777487104
"289.6255033333333,50.22761611111111",3.1501972163962276E-5,2133045380999412608,Gaia DR2 2133045380999412608,289.625461887052,50.22759910115684,81.44566238952451,16.462426420706368,311.00627626564284,70.88444750973386,1.6630469409432178,-6.190623961295405,-3.963868621135614,6.862713,7.792116,5.9510903,0.020592690853401322,0.02241421818755252,0.022589972019691148,0.04360561331201544,0.0427680514118884,0.568,1.2777,0.8562,358.08853,0.0,0.0,5.710199,25,3,222,225,225,31,false,1.4324895569676772,0.006142213459998866,0.037300754,167.50438,0.9294033,1.8410258,0.31583926,-0.29452077,-0.22182332,false,0.2356,0.7737,0.3715,200111,0,0.9116225,756.36206,793.7539,775.058,39,-0.02683104,73.61881,-0.25153506,-0.2529731,1.0561093275364023E7,15987.768808789533,660.5733,29,1.2979327,3.390479436868977E7,12121.992504701282,2796.9656,279,0,3.3445050563104246E7,57824.98674432418,578.38403,31,NOT_AVAILABLE,0.09945147,100001,0.17165782,-32.679620850478,0.2075489742783213,54.167496,58.290756,56.07831,1482660688,0.19625843,-0.18282591,-0.3335893,2015.5,12,0.0,4.5,4000.0,1635721458409799680,3988.9631,4138.0,4066.89,16,Gaia DR1 2133045376701631744
"287.64148666666665,42.02222111111111",3.651828139321842E-5,2102450954560072320,Gaia DR2 2102450954560072320,287.64153545016046,42.02222560647992,73.06019084322809,14.484975058739604,300.43201091686205,63.60947864025698,4.2464926550921405,8.353432357677066,1.0138134765535691,7.0700407,7.1106205,7.0434613,0.02327911470362467,0.03397948623536639,0.03062967630953807,0.05169803143942161,0.06263700980877364,,,,709.0795,0.05535499093833807,1.196271555452472,15.55701,24,1,211,212,212,31,true,1.786742745253127,0.006853929856782398,0.04541395,85.97955,0.040579796,0.067159176,0.32199597,-0.2964266,-0.09173154,true,,,,,0,0.02657938,,,,29,0.053381827,138.63982,-0.05732835,-0.12709406,1.97836820184478E7,21237.945179308528,931.52527,24,1.1428498,2.8011093952598374E7,10770.776344382593,2600.657,235,0,1.2228789757574884E7,16252.696358689775,752.4161,24,NOT_AVAILABLE,-0.15432467,100001,-0.23329218,,,,,,887890935,-0.25396577,-0.019157812,-0.065126024,2015.5,0,,,,1635721458409799680,8380.0,9192.0,8895.0,16,Gaia DR1 2102450950261212032
"291.50506291666665,45.013086666666666",2.7853813459444843E-5,2126627978307068672,Gaia DR2 2126627978307068672,291.50507875058656,45.01311217226868,77.05833008367536,13.174903030775708,308.81755638004665,65.57960156532535,3.0823443394284245,2.5537242801921094,5.8956541813299435,7.034088,6.9810615,7.2017684,0.030830448241323114,0.035404316780483704,0.03508301852144513,0.06603086817577583,0.07151680791654845,0.0147,0.1281,0.069,1305.1285,0.16730748818387095,11.821712301788681,25.04315,28,3,242,245,245,31,true,1.8394030125525838,0.00948312664357066,0.049858395,25.502617,-0.053026676,-0.22070694,0.09623303,-0.35340026,-0.09722237,false,0.0064,0.0746,0.0397,,0,-0.16768026,,,,33,0.058372177,87.85858,0.07406163,-0.13011077,2.229106024836617E7,87785.10032267869,253.9276,27,1.1349219,2.8954160455316413E7,32201.180568002983,899.16455,260,0,1.0569652119348211E7,39646.33137104445,266.59848,29,NOT_AVAILABLE,0.08896264,100001,0.017970743,,,,,,495141405,-0.045116663,-0.07014461,-0.15736745,2015.5,0,,,,1635721458409799680,7963.25,9593.0,8868.667,17,
"289.38829499999997,51.346514722222224",1.263939427628466E-4,2133256109274840448,Gaia DR2 2133256109274840448,289.3881678590678,51.346613053099965,82.46424330582369,17.031054934907903,312.04400610497913,71.96403264101659,2.7968289030172255,-18.50188510670724,22.779723808592486,6.6139154,7.870458,5.536329,0.021555819459319715,0.02870744109240268,0.026212869315285277,0.04856313746287219,0.051392425546217244,,,,522.68207,0.0,0.0,12.219788,21,3,184,187,187,31,true,1.3619972576254904,0.007329623794298471,0.03918618,202.64351,1.2565427,2.3341293,0.3517733,-0.30504057,0.047325723,false,,,,200111,0,1.0775867,405.9081,418.92197,412.41504,29,0.042713616,106.696785,-0.12420785,-0.038056847,9825891.397786774,50124.48017909084,196.02979,25,1.3798188,4.2636353699019045E7,38249.68838081494,1114.6849,230,0,4.900455066014593E7,151115.51706651176,324.28537,26,NOT_AVAILABLE,-0.036483075,100001,0.03257682,-75.3916147000637,0.1838709877571115,44.52854,49.076096,47.015354,102293389,0.13489094,0.033361573,-0.0937683,2015.5,10,0.0,4.5,3700.0,1635721458409799680,3713.0,3897.99,3793.5,16,Gaia DR1 2133256104975574784
"293.19976166666663,43.43203916666666",4.2529221941731885E-5,2126262042793757696,Gaia DR2 2126262042793757696,293.19975814005255,43.43208161871064,76.1504639774523,11.38959398822838,310.16684423639856,63.67164352393619,2.0001056042380636,-0.6155923285530576,9.806473624037213,6.7187505,7.979916,5.642494,0.018973285493699636,0.021798843708547375,0.022303286574715028,0.040945605342228485,0.0433028883596026,,,,818.7252,0.04539827348530093,0.9673711093339451,15.993473,31,9,264,273,273,31,true,1.3461204699328595,0.005620689083963924,0.034966927,126.482544,1.2611656,2.337422,0.14520763,-0.38889897,-0.07207156,false,,,,200111,0,1.0762563,707.1841,735.91833,721.5512,38,0.07854726,89.67762,-0.018858977,-0.24105805,8883595.70255775,38524.6084856178,230.59535,31,1.3774321,3.871204795355878E7,30070.50831691109,1287.3759,299,0,4.4439623319455534E7,129349.69789742258,343.56186,32,NOT_AVAILABLE,-0.023649018,100001,-0.047617506,-19.531442524944225,0.1517213810976107,58.358063,64.77092,61.48896,1629809609,-0.07791031,-0.032178402,-0.08686532,2015.5,14,0.0,3.0,4000.0,1635721458409799680,3717.09,3916.0,3815.0,17,Gaia DR1 2126262042793757696
"293.5800495833333,41.42904194444444",2.6821627169674412E-5,2077414353248711168,Gaia DR2 2077414353248711168,293.58008472091984,41.42903691212687,74.46366138088855,10.2294870297742,309.2376896175335,61.69443120773186,4.387623530847355,6.097553645636315,-1.2137059990419365,7.1427946,7.1403894,7.195325,0.03290485586420583,0.050196788305461176,0.04555197759887305,0.07127656859167959,0.08192996449351705,0.1397,0.3358,0.226,1011.1922,0.1538691310510873,9.149951994141565,21.748728,23,3,198,201,201,31,true,1.8080646823604347,0.010874923482766108,0.05445665,28.60089,-0.0024051666,-0.054935455,0.41470134,-0.39116964,-0.13174555,false,0.0672,0.169,0.113,,0,-0.05253029,,,,34,0.16928421,96.32125,-0.08160134,-0.14898892,1.9248612356540736E7,24029.102187014338,801.05414,24,1.1406941,2.6195610461833447E7,11551.781679621346,2267.6685,246,1,1.063256552562627E7,23641.3729084432,449.744,23,NOT_AVAILABLE,0.096875675,100002,0.10546172,,,,,,1492092442,0.05658642,-0.07610871,0.055644687,2015.5,0,,,,1635721458409799680,7790.0,9705.0,9438.0,15,Gaia DR1 2077414348942248832
"292.75455083333327,46.33178916666667",2.3128525210902614E-5,2128261058011465088,Gaia DR2 2128261058011465088,292.7545789841315,46.3318017009639,78.66648747879118,12.957840255737072,312.0136905419096,66.48304380912198,5.672755047832039,4.460511187029655,2.85786037045093,7.1445045,7.149952,7.187258,0.07022876585955802,0.07237639244628166,0.0824894387762677,0.14440898551540843,0.13498897364758763,0.0072,0.205,0.081,1728.8265,0.29386773519170073,29.191343250160298,32.278435,20,1,176,177,177,31,true,1.860571091883362,0.017942678776696995,0.08192031,9.461173,0.0054473877,-0.037305832,0.45378867,-0.021535572,-0.23744468,true,0.0049,0.0905,0.0315,,0,-0.04275322,,,,23,-0.12556563,68.76947,-0.019999448,-0.1773395,1.9079829572461903E7,40693.82664361253,468.863,21,1.1390709,2.61543797508692E7,12752.079266937197,2050.9895,193,0,1.0711861874179203E7,26915.25639168863,397.98477,20,NOT_AVAILABLE,0.11182399,100001,-0.19595306,,,,,,573007383,-0.36197338,-0.17652193,-0.104900256,2015.5,0,,,,1635721458409799680,7867.5,9850.0,9646.25,14,
"292.6715879166666,43.037706388888886",3.494190676802691E-5,2125866188548442240,Gaia DR2 2125866188548442240,292.6715858414645,43.03767147991811,75.61478925816363,11.557029460481917,309.0485752798862,63.435835984572435,1.2840947353311067,-0.402961672781996,-8.166714153082385,6.991751,8.036824,6.0163903,0.02134254390758943,0.02649848621637815,0.026416397602176935,0.046676701938242665,0.05880667224796282,0.4589,1.8811,0.8997,446.84952,0.0,0.0,9.12553,24,2,208,210,210,31,true,1.3845466258372259,0.007494598499021783,0.044854578,142.24968,1.045073,2.020434,0.06883845,-0.21872886,0.028159127,false,0.2949,0.922,0.5073,200111,0,0.9753609,1225.3268,1312.8558,1269.0913,29,-0.044504087,48.60976,-0.10242647,-0.15788342,8429963.681689855,24072.68305136433,350.18796,25,1.3260964,3.0105503896727227E7,18767.248159050483,1604.1512,231,0,3.14928380984552E7,70933.61745144456,443.9762,25,NOT_AVAILABLE,-0.20823348,100001,-0.15168877,-11.022885879945854,0.18018246710165872,71.9526,85.30636,77.28445,927953023,0.02060419,0.038310982,-0.23987795,2015.5,11,0.0,4.5,3900.0,1635721458409799680,3730.0,4061.405,3918.8035,14,Gaia DR1 2125866184249349120
